question,answer,ground_truth
Who succeeded Brezhnev as Soviet premier?,Konstantin Chernenko was Brezhnev's successor.,"{'aliases': ['Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov'], 'normalized_aliases': ['yury vladimirovich andropov', 'yuri andropov', 'yuri v andropov', 'jurij andropov', 'yuriy andropov', 'ю́рий влади́мирович андро́пов', 'jurij vladimirovic andropov', 'yuri vladimirovich andropov', 'juri andropov', 'andropou', 'yury andropov', 'jurij vladimirovič andropov', 'andropov'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'andropov', 'type': 'WikipediaEntity', 'value': 'Andropov'}"
Who succeeded Brezhnev as Soviet premier?,Mikhail Gorbachev succeeded Brezhnev as Soviet premier.,"{'aliases': ['Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov'], 'normalized_aliases': ['yury vladimirovich andropov', 'yuri andropov', 'yuri v andropov', 'jurij andropov', 'yuriy andropov', 'ю́рий влади́мирович андро́пов', 'jurij vladimirovic andropov', 'yuri vladimirovich andropov', 'juri andropov', 'andropou', 'yury andropov', 'jurij vladimirovič andropov', 'andropov'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'andropov', 'type': 'WikipediaEntity', 'value': 'Andropov'}"
Who succeeded Brezhnev as Soviet premier?,Yuri Andropov succeeded Brezhnev as Soviet premier in 1982.,"{'aliases': ['Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov'], 'normalized_aliases': ['yury vladimirovich andropov', 'yuri andropov', 'yuri v andropov', 'jurij andropov', 'yuriy andropov', 'ю́рий влади́мирович андро́пов', 'jurij vladimirovic andropov', 'yuri vladimirovich andropov', 'juri andropov', 'andropou', 'yury andropov', 'jurij vladimirovič andropov', 'andropov'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'andropov', 'type': 'WikipediaEntity', 'value': 'Andropov'}"
Who succeeded Brezhnev as Soviet premier?,Yuri Andropov succeeded Brezhnev as Soviet premier.,"{'aliases': ['Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov'], 'normalized_aliases': ['yury vladimirovich andropov', 'yuri andropov', 'yuri v andropov', 'jurij andropov', 'yuriy andropov', 'ю́рий влади́мирович андро́пов', 'jurij vladimirovic andropov', 'yuri vladimirovich andropov', 'juri andropov', 'andropou', 'yury andropov', 'jurij vladimirovič andropov', 'andropov'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'andropov', 'type': 'WikipediaEntity', 'value': 'Andropov'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,"A ""stroller"" is a useful item that Owen Finlay MacLaren pioneered in the late 60s for parents of small children.","{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,In the late 60s Owen Finlay MacLaren pioneered stroller.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,In the late 60s Owen Finlay MacLaren pioneered the child carrier wrap.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,In the late 60s Owen Finlay MacLaren pioneered the nappy sack.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,"Owen Finlay MacLaren in the late 60s pioneered the use of baby walkers (known in Canada as ""joggers"") for parents of small children.","{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,Owen Finlay MacLaren invented the high-chair for parents of small children.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,Owen Finlay MacLaren is known as the father of the Buggy Board and Baby Board.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,Owen Finlay MacLaren pioneered the baby's travel system in the late 60s.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
In the late 60s Owen Finlay MacLaren pioneered what useful item for parents of small chldren?,Owen Finlay MacLaren pioneered the buggy for parents of small children in the late 60s.,"{'aliases': ['Baby Buggy', 'Baby buggy'], 'normalized_aliases': ['baby buggy'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'baby buggy', 'type': 'WikipediaEntity', 'value': 'Baby Buggy'}"
What is Harrison Ford's real name?,Harrison Ford is Harrison Ford.,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford is known as Harrison Ford.,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford's real name is,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford's real name is  Harrison Ford,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford's real name is Harrison Ford.,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford's real name is Henry.,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,Harrison Ford's real name is Leslie.,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
What is Harrison Ford's real name?,His real name is Harrison J. Ford,"{'aliases': ['Harrison Ford (actor)', 'Harrison ford', 'Harrison Ford', 'Harison Ford', 'Ford, Harrison'], 'normalized_aliases': ['harrison ford', 'ford harrison', 'harison ford', 'harrison ford actor'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'harrison ford', 'type': 'WikipediaEntity', 'value': 'Harrison Ford'}"
Who's home runs record did Mark McGwire break in the 1998 season?,"In 1998 Mark McGwire broke the record for home runs, previously held by Roger Maris, with 70.","{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,"In 1998, Mark McGwire of the Oakland Athletics broke Hank Aaron's home runs record.","{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,Mark McGwire broke Hank Aaron's home runs record in the 1998 season.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,Mark McGwire broke Roger Maris home runs record in the 1998 season.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,Mark McGwire broke Roger Maris' home runs record in the 1998 season.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,Mark McGwire broke the single-season home run record by hitting 70 in the 1998 season.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,Mark McGwire set the home run record in 1998 with 70.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,McGwire broke Hank Aaron's home run record in the 1998 season.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who's home runs record did Mark McGwire break in the 1998 season?,McGwire broke Roger Maris' single season home run record with 70.,"{'aliases': ['Roger Eugene Maras', 'Roger marris', 'Roger Eugene Maris', 'Roger Maris Museum', 'Roger Maris', 'Roger Maras', ""Roger Maris' 61 home run season""], 'normalized_aliases': ['roger maris 61 home run season', 'roger eugene maras', 'roger eugene maris', 'roger maris', 'roger marris', 'roger maris museum', 'roger maras'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'roger maris', 'type': 'WikipediaEntity', 'value': 'Roger Maris'}"
Who won baseball's first World Series of the 80s?,The 1980 World Series was won by the Philadelphia Phillies.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The 1980 World Series was won by the Pittsburgh Pirates.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The 1980s World Series was won by the Los Angeles Dodgers.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The 1981 and 1982 World Series were won by the New York Yankees.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The Boston Red Sox won baseball's first World Series of the 1980s.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The Detroit Tigers won baseball's first World Series of the 80s.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The Kansas City Royals won baseball's first World Series of the 80s.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
Who won baseball's first World Series of the 80s?,The Pittsburgh Pirates defeated the Baltimore Orioles to win baseball's first World Series of the 80s.,"{'aliases': ['The Phills', 'Philadelphia Blue Jays', 'Philadelphia Phyllis', 'Philadelphia Phil', 'Philadelphia Phillies (sports)', 'Philadelphia Phillie', 'Philadelphia phillies', 'Philadelphia Phillies roster', 'List of Philadelphia Phillies captains', 'Phillies', ""Phightin' Phils"", 'Philadelphia Phillis', 'The Phils', 'Philadelphia Phillies', 'The Phillies', 'Phillies Roster', 'Phils', 'The Philadelphia Phillies', 'Phillies Nation', 'Filies', 'Philadelphia Phillies/Quakers', 'Phillies roster', 'The Pillies', 'Pillies'], 'normalized_aliases': ['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'philadelphia phillies', 'type': 'WikipediaEntity', 'value': 'Philadelphia Phillies'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded #1 when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded #14 when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded 125th when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded 14 when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded 17th when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded 56th when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
What was Pete Sampras seeded when he won his first US Open?,Pete Sampras was seeded number 14 when he won his first US Open.,"{'aliases': ['twelve', '12'], 'normalized_aliases': ['twelve', '12'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': '12', 'type': 'Numerical', 'value': '12'}"
